Iteration;Decisions;Reward Total;Time;ShortestPickupTime;LongestPickupTime;AveragePickupTime;ShortestDropoffTime;LongestDropoffTime;AverageDropoffTime;TotalPickups;TotalDropoffs;Reward Drop off;Reward Pick up;Reward Same Location;Reward Leftover;;Mean average reward;
983;48;1.202.455;0;1.328.666;1.328.666;2.657.333;1.900.166;1.900.166;4.130.795;50;46;1380;1000;-600;-5.775.453;;-409.596;-180
984;19;-4.855.766;0;4.909.999;4.909.999;3.776.922;2.519.999;2.519.999;4.199.999;13;6;180;260;-100;-8.255.765;;-1.427.527;-180
985;24;2.269.066;0;910.666;910.666;3.794.442;8.646.659;8.646.659;508.627;24;17;510;480;-100;-6.630.934;;-719.610;-160
986;28;7.450.218;0;6.296.665;6.296.665;2.248.809;9.343.328;9.343.328;4.062.317;28;23;690;560;-200;-3.049.782;;522.306;-200
987;14;-2.361.711;0;1.146.667;1.146.667;1.146.667;132.5;132.5;26.5;10;5;150;200;-100;-486.171;;740.852;-220
988;14;-336.153;0;118;118;1.966.667;1.338.333;1.338.333;2.676.666;6;5;150;120;0;-6.061.529;;433.131;-100
989;14;1.357.769;0;1.909.999;1.909.999;1.909.999;226;226;2.824.999;10;8;240;200;0;-3.042.231;;1.675.838;-80
990;18;2.429.446;0;3.563.332;3.563.332;2.227.082;503.333;503.333;4.194.442;16;12;360;320;-100;-3.370.554;;1.707.914;-80
991;12;-2.582.686;0;1.453.333;1.453.333;1.321.212;1.735.001;1.735.001;2.478.572;11;7;210;220;0;-6.882.687;;-298.667;-40
992;17;-1.958.556;0;7.109.998;7.109.998;4.739.999;400.333;400.333;4.448.145;15;9;270;300;0;-5.895.856;;-218.036;-20
993;13;-1.134.927;0;1.366.666;1.366.666;2.733.332;3.433.335;3.433.335;3.433.335;5;1;30;100;-100;-1.164.927;;-377.791;-40
994;30;877.23;0;1162;1162;3.748.388;1.455.333;1.455.333;501.839;31;29;870;620;-200;-412.77;;-811.681;-80
995;21;2.151.441;0;3.619.999;3.619.999;18.1;5.696.662;5.696.662;3.797.775;20;15;450;400;-200;-434.856;;-881.182;-100
996;13;-863.774;0;1.693.334;1.693.334;1.881.482;1.528.333;1.528.333;3.056.666;9;5;150;180;-100;-3.163.774;;-451.454;-120
997;27;-5.844.527;0;5.926.666;5.926.666;2.963.333;5.258.331;5.258.331;3.755.951;20;14;420;400;-200;-6.784.453;;-1.422.947;-160
998;17;-8.424.535;0;3.130.002;3.130.002;3.912.502;256.167;256.167;6.404.174;8;4;120;160;-100;-1.022.453;;-3.245.349;-160
999;11;-168.815;0;328;328;2.733.333;1.248.334;1.248.334;2.496.668;12;5;150;240;-100;-458.815;;-2.630.042;-140
1000;15;-4.903.579;0;2.270.001;2.270.001;1.418.751;2.158.335;2.158.335;2.697.919;16;8;240;320;0;-1.050.358;;-4.041.046;-100
1001;13;-3.698.826;0;2.223.333;2.223.333;2.223.333;1.196.666;1.196.666;2.393.332;10;5;150;200;-100;-6.198.824;;-4.608.056;-100
1002;29;4.656.682;0;3.473.332;3.473.332;1.736.666;7.116.662;7.116.662;3.953.701;20;18;540;400;-200;-6.934.332;;-2.507.815;-100
1003;15;-2.854.661;0;1.733.334;1.733.334;2.476.192;1.376.667;1.376.667;3.441.667;7;4;120;140;-100;-4.454.661;;-1.393.840;-100
1004;24;5.082.399;0;4.549.998;4.549.998;2.274.999;7.119.995;7.119.995;4.449.997;20;16;480;400;-100;-2.717.601;;-343.597;-100
1005;26;2.450.507;0;6.739.999;6.739.999;3.209.523;6.839.997;6.839.997;3.799.998;21;18;540;420;-100;-6.149.494;;1.127.220;-120
1006;71;1.165.039;0;2.103.666;2.103.666;3.286.979;2.954.666;2.954.666;4.924.443;64;60;1800;1280;-600;-1.314.961;;2.099.993;-220
1007;11;-5.172.411;0;2.169.999;2.169.999;3.099.998;1.254.999;1.254.999;4.183.331;7;3;90;140;0;-7.472.411;;134.175;-180
1008;56;1.043.759;0;1.970.667;1.970.667;3.941.333;1.939.165;1.939.165;4.407.193;50;44;1320;1000;-600;-6.762.405;;913.859;-280
1009;27;4.104.165;0;8.346.659;8.346.659;298.095;7.108.327;7.108.327;3.384.917;28;21;630;560;-200;-5.795.834;;718.212;-300
1010;16;-4.922.002;0;3.806.666;3.806.666;2.928.204;1.970.001;1.970.001;3.283.335;13;6;180;260;-100;-832.2;;-756.290;-300
1011;14;-6.526.226;0;1.073.333;1.073.333;2.146.667;1.368.333;1.368.333;3.420.832;5;4;120;100;0;-8.726.226;;-2.294.543;-180
1012;35;3.521.317;0;9.163.335;9.163.335;3.054.445;1178.5;1178.5;47.14;30;25;750;600;-100;-8.978.683;;-555.797;-200
1013;16;-5.472.783;0;2.903.333;2.903.333;2.639.394;1.843.333;1.843.333;3.686.665;11;5;150;220;0;-9.172.783;;-1.859.106;-80
1014;18;-7.224.321;0;2.203.332;2.203.332;2.003.029;2.131.666;2.131.666;2.368.517;11;9;270;220;-200;-1.012.432;;-4.124.803;-80
1015;17;-2.413.875;0;3.273.333;3.273.333;2.338.095;2.443.333;2.443.333;3.490.476;14;7;210;280;-100;-6.313.875;;-3.623.178;-80
1016;23;-1.089.813;0;7.363.334;7.363.334;4.331.373;605.333;605.333;5.503.027;17;11;330;340;-200;-5.789.813;;-2.535.895;-120
1017;20;-2.550.395;0;331;331;1.947.059;4.116.664;4.116.664;4.574.072;17;9;270;340;-100;-7.650.394;;-3.750.237;-120
1018;24;420.496;0;6.723.333;6.723.333;240.119;759.5;759.5;4.219.444;28;18;540;560;0;-6.795.041;;-2.571.582;-120
1019;47;1.871.379;0;1852;1852;3.138.984;2.358.833;2.358.833;4.450.629;59;53;1590;1180;-200;-6.986.211;;-752.442;-120
1020;21;4.568.045;0;3.306.667;3.306.667;254.359;4.471.667;4.471.667;4.471.667;13;10;300;260;0;-5.143.196;;643.942;-100
1021;29;3.657.376;0;1137;1137;37.9;1.121.666;1.121.666;4.876.808;30;23;690;600;-200;-7.242.623;;1.593.380;-100
1022;16;-4.957.703;0;2.669.999;2.669.999;2.427.272;1.009.999;1.009.999;3.366.664;11;3;90;220;0;-8.057.702;;1.111.919;-80
1023;38;8.252.662;0;1.129.333;1.129.333;3.321.568;1.439.833;1.439.833;4.964.942;34;29;870;680;-200;-5.247.338;;2.678.352;-120
1024;14;-181.715;0;2.323.333;2.323.333;1.936.111;3.601.665;3.601.665;400.185;12;9;270;240;0;-691.715;;2.267.733;-80
1025;26;593;0;5.783.331;5.783.331;2.409.721;7.951.664;7.951.664;467.745;24;17;510;480;-100;-2.970.001;;1.354.243;-100
1026;25;4.771.196;0;9.890.001;9.890.001;3.532.143;9.401.666;9.401.666;5.223.148;28;18;540;560;0;-6.228.803;;1.577.007;-60
1027;10;-3.137.887;0;258;258;2.866.666;2.903.331;2.903.331;4.838.885;9;6;180;180;0;-6.737.887;;1.940.970;-60
1028;27;2.294.946;0;7.453.331;7.453.331;2.981.333;841.833;841.833;467.685;25;18;540;500;0;-8.105.054;;749.427;-20
1029;15;-6.592.913;0;1.656.665;1.656.665;1.840.739;4.966.667;4.966.667;1.655.556;9;3;90;180;-400;-5.292.914;;-532.813;-100
1030;37;5.863.456;0;1.127.666;1.127.666;3.221.903;1.505.333;1.505.333;5.190.803;35;29;870;700;-500;-4.836.546;;639.760;-180
1031;44;7.891.772;0;960;960;2.461.539;1.311.666;1.311.666;3.857.841;39;34;1020;780;0;-1.010.823;;1.263.875;-180
1032;25;7.939.971;0;1.022.666;1.022.666;3.526.435;1.309.666;1.309.666;5.037.177;29;26;780;580;0;-566.003;;3.479.446;-180
1033;13;6.136.096;0;304;304;2.533.333;2.084.999;2.084.999;3.474.999;12;6;180;240;0;-3.586.391;;4.247.676;-180
1034;24;3.441.072;0;1.128.666;1.128.666;4.514.664;1.112.666;1.112.666;6.181.478;25;18;540;500;-200;-4.958.927;;6.254.473;-140
1035;22;2.865.496;0;3.909.998;3.909.998;2.299.999;4.279.999;4.279.999;3.292.307;17;13;390;340;-100;-3.434.503;;5.654.881;-60
1036;26;6.558.015;0;6.496.664;6.496.664;2.706.944;7.376.661;7.376.661;3.882.454;24;19;570;480;-100;-2.941.985;;5.388.130;-80
1037;25;8.963.672;0;6.469.998;6.469.998;2.695.833;7.796.664;7.796.664;3.712.697;24;21;630;480;0;-2.136.328;;5.592.870;-80
1038;17;-6.805.922;0;2.746.666;2.746.666;2.496.969;1.541.667;1.541.667;3.083.333;11;5;150;220;0;-1.050.592;;3.004.467;-80
1039;16;-2.031.827;0;5.316.664;5.316.664;2.953.703;5.116.666;5.116.666;4.651.514;18;11;330;360;-100;-7.931.827;;1.909.887;-60
1040;26;9.016.549;0;5.656.666;5.656.666;2.828.333;4.848.332;4.848.332;3.232.221;20;15;450;400;-300;-4.598.345;;3.140.097;-100
1041;35;1.079.849;0;8.963.331;8.963.331;2.489.814;1.259.833;1.259.833;4.063.977;36;31;930;720;0;-5.701.506;;2.044.464;-80
1042;22;-6.440.533;0;6.363.331;6.363.331;3.349.121;6.416.663;6.416.663;4.277.776;19;15;450;380;0;-8.944.053;;-1.036.377;-80
1043;15;-394.892;0;2.016.667;2.016.667;2.240.741;1.251.667;1.251.667;3.129.167;9;4;120;180;0;-6.948.921;;245.829;-80
1044;21;1.145.261;0;4.093.335;4.093.335;1.949.207;5.566.667;5.566.667;327.451;21;17;510;420;-200;-6.154.739;;881.247;-100
1045;52;2.010.838;0;1.528.667;1.528.667;2.997.385;2459.5;2459.5;5.232.978;51;47;1410;1020;-100;-3.191.624;;-519.895;-60
1046;17;-1.013.748;0;2.706.666;2.706.666;2.706.666;1.078.334;1.078.334;5.391.669;10;2;60;200;-100;-1.173.748;;-938.615;-80
1047;21;-8.553.655;0;1.873.333;1.873.333;170.303;2.898.333;2.898.333;4.140.476;11;7;210;220;-300;-9.853.655;;-1.361.239;-140
1048;16;-2.771.077;0;2.153.333;2.153.333;2.153.333;2.593.332;2.593.332;432.222;10;6;180;200;0;-6.571.077;;-1.836.476;-140
1049;19;2.043.425;0;7.563.329;7.563.329;4.449.017;5.298.325;5.298.325;4.075.635;17;13;390;340;-100;-4.256.575;;-1.656.843;-120
1050;13;-1.190.386;0;1.493.333;1.493.333;1.659.259;1.823.333;1.823.333;3.038.889;9;6;180;180;0;-4.790.386;;-2.297.088;-100
1051;44;529.299;0;1.116.999;1.116.999;2.597.672;1.458.333;1.458.333;4.050.924;43;36;1080;860;-500;-9.107.013;;-1.988.479;-180
1052;25;-5.941.942;0;238;238;1.252.632;4.418.333;4.418.333;2.945.555;19;15;450;380;-300;-1.124.194;;-1.466.136;-180
1053;25;3.046.688;0;5.539.999;5.539.999;2.308.333;8.526.661;8.526.661;4.737.034;24;18;540;480;-200;-5.153.312;;-302.583;-220
1054;15;-1.060.412;0;9.366.668;9.366.668;2.341.667;6.099.995;6.099.995;3.049.998;4;2;60;80;-100;-1.100.412;;-923.351;-220
1055;19;2.883.848;0;3.183.334;3.183.334;1.872.549;4.299.999;4.299.999;390.909;17;11;330;340;0;-3.816.152;;-108.504;-220
1056;23;2.083.829;0;5.436.665;5.436.665;2.471.211;9.381.663;9.381.663;4.937.717;22;19;570;440;-100;-7.016.171;;202.402;-140
1057;16;2.464.427;0;7.003.332;7.003.332;3.685.964;6.238.338;6.238.338;4.455.956;19;14;420;380;0;-5.535.573;;1.883.676;-80
1058;12;-7.132.231;0;7.266.665;7.266.665;1.038.095;7.849.999;7.849.999;19.625;7;4;120;140;0;-9.732.232;;-152.108;-40
1059;36;8.650.417;0;1219;1219;3.809.375;1338.5;1338.5;4.780.355;32;28;840;640;0;-6.149.582;;1.790.058;-20
1060;22;161.456;0;5.036.664;5.036.664;2.798.147;7.361.667;7.361.667;4.601.042;18;16;480;360;-100;-578.544;;1.245.580;-40
1061;15;-9.628.539;0;2.139.999;2.139.999;2.377.776;2.488.331;2.488.331;4.147.219;9;6;180;180;0;-4.562.854;;-1.096.894;-20
1062;28;3.219.849;0;641;641;2.670.833;9.620.004;9.620.004;5.658.826;24;17;510;480;-100;-5.680.151;;-945.810;-40
1063;22;-4.206.249;0;1.713.333;1.713.333;1.142.222;5.556.665;5.556.665;4.630.554;15;12;360;300;-200;-880.625;;-360.613;-80
1064;16;-4.693.783;0;1.173.334;1.173.334;1.303.704;4.583.336;4.583.336;2.291.668;9;2;60;180;-100;-6.093.783;;-3.029.453;-100
1065;48;1.035.792;0;1.202.333;1.202.333;2.671.851;1.940.332;1.940.332;4.619.839;45;42;1260;900;-400;-7.242.077;;-2.854.586;-160
1066;43;1.633.796;0;1208;1208;2.368.627;2.239.999;2.239.999;4.765.956;51;47;1410;1020;0;-7.962.041;;-602.119;-160
1067;9;-6.544.054;0;100;100;20;101;101;3.366.668;5;3;90;100;0;-8.444.053;;-2.554.900;-140
1068;12;-9.601.647;0;1.313.332;1.313.332;1.641.665;133;133;33.25;8;4;120;160;-100;-1.140.165;;-3.633.979;-120
1069;16;-5.366.837;0;2.649.999;2.649.999;2.649.999;3.793.332;3.793.332;4.214.813;10;9;270;200;0;-1.006.684;;-3.768.590;-100
1070;12;-777.593;0;1.576.666;1.576.666;112.619;5.383.334;5.383.334;2.691.667;14;2;60;280;-100;-1.017.593;;-4.131.267;-40
1071;17;-4.236.442;0;3.223.332;3.223.332;2.930.302;1.931.667;1.931.667;3.219.445;11;6;180;220;-200;-6.236.442;;-5.305.315;-80
1072;18;1.303.972;0;3.990.001;3.990.001;21;5.353.332;5.353.332;3.568.888;19;15;450;380;0;-6.996.027;;-3.735.709;-80
1073;28;1.368.233;0;4.013.332;4.013.332;191.111;7.678.332;7.678.332;4.041.227;21;19;570;420;-100;-7.531.767;;-1.541.733;-80
1074;24;4.139.142;0;366;366;1.742.857;5.448.332;5.448.332;3.891.666;21;14;420;420;-100;-3.260.858;;359.462;-100
1075;34;3.485.561;0;8.306.663;8.306.663;2.595.832;1043.5;1043.5;4.347.916;32;24;720;640;-200;-8.114.438;;1.212.093;-120
1076;14;6.672.359;0;1.363.333;1.363.333;1.514.815;118.5;118.5;19.75;9;6;180;180;-100;-1.932.764;;3.393.853;-100
1077;11;-4.623.573;0;1.410.001;1.410.001;1.762.501;6.183.336;6.183.336;3.091.668;8;2;60;160;-100;-5.823.573;;2.208.344;-120
1078;25;-8.988.155;0;4.093.333;4.093.333;2.046.666;6.596.662;6.596.662;4.711.901;20;14;420;400;0;-9.098.815;;137.067;-100
1079;18;4.148.341;0;4.113.333;4.113.333;2.419.608;4.844.997;4.844.997;3.460.712;17;14;420;340;-100;-6.185.165;;138.907;-100
1080;28;5.656.196;0;8.459.996;8.459.996;3.133.332;1239.5;1239.5;4.957.998;27;25;750;540;-200;-5.243.804;;573.034;-100
1081;28;8.134.635;0;1.030.667;1.030.667;3.031.372;9.901.663;9.901.663;4.125.693;34;24;720;680;0;-5.865.366;;865.489;-80
1082;22;2.378.794;0;3.359.999;3.359.999;16;5.591.663;5.591.663;3.994.045;21;14;420;420;-100;-5.021.205;;2.265.962;-80
1083;14;-3.468.519;0;133;133;1.209.091;221.5;221.5;3.164.286;11;7;210;220;-200;-5.768.519;;3.369.889;-120
1084;19;1.077.073;0;5.146.665;5.146.665;2.708.771;3.914.996;3.914.996;4.349.995;19;9;270;380;-100;-4.422.927;;2.755.636;-120
1085;23;1.814.711;0;4.556.664;4.556.664;2.398.244;5.074.997;5.074.997;3.383.332;19;15;450;380;-100;-5.485.289;;1.987.339;-100
1086;23;1.749.607;0;5.273.332;5.273.332;2.775.438;5.168.331;5.168.331;3.691.665;19;14;420;380;-100;-5.250.392;;710.333;-120
1087;16;-1.061.363;0;1.823.332;1.823.332;2.025.924;4.166.665;4.166.665;4.166.665;9;1;30;180;-300;-9.713.626;;22.302;-160
1088;18;-1.144.771;0;474;474;3.385.714;3.826.664;3.826.664;5.466.663;14;7;210;280;-400;-1.234.771;;487.051;-200
1089;23;9.711.981;0;9.390.001;9.390.001;3.477.778;1.140.333;1.140.333;475.139;27;24;720;540;0;-2.888.019;;2.214.033;-180
1090;19;-9.783.427;0;294;294;21;169;169;33.8;14;5;150;280;0;-1.408.343;;-105.595;-160
1091;26;-4.552.021;0;3.296.666;3.296.666;1.373.611;919.166;919.166;4.837.716;24;19;570;480;-400;-1.105.202;;-1.365.920;-220
1092;44;1.044.451;0;1378;1378;3.204.651;1.731.332;1.731.332;4.328.331;43;40;1200;860;-200;-8.155.488;;-944.757;-200
1093;25;-6.348.703;0;6.176.664;6.176.664;3.250.876;5.284.995;5.284.995;4.804.541;19;11;330;380;-300;-1044.87;;-1.985.544;-180
1094;21;1.688.563;0;4.353.331;4.353.331;2.720.832;3.278.332;3.278.332;2.980.301;16;11;330;320;0;-4.811.437;;-3.590.227;-180
1095;21;-2.485.105;0;5.353.333;5.353.333;2.817.543;5.731.667;5.731.667;4.094.048;19;14;420;380;-100;-9.485.105;;-2.130.563;-200
1096;27;7.565.275;0;8.519.999;8.519.999;2.748.387;1.266.166;1.266.166;5.064.664;31;25;750;620;-200;-4.134.725;;292.896;-160
1097;24;-334.054;0;4.693.332;4.693.332;2.760.783;4.314.998;4.314.998;2.876.665;17;15;450;340;-100;-7.234.054;;17.195;-140
1098;19;-2.056.754;0;3.509.998;3.509.998;3.190.907;3.536.665;3.536.665;4.420.831;11;8;240;220;0;-6.656.754;;875.585;-80
1099;29;1.145.879;0;1006;1006;2.794.444;1.483.332;1.483.332;4.494.945;36;33;990;720;-300;-2.641.215;;767.048;-140
1100;13;-1.482.536;0;1.363.334;1.363.334;194.762;1.446.667;1.446.667;2.893.335;7;5;150;140;0;-4.382.536;;967.562;-120
1101;29;-3.148.869;0;6.093.331;6.093.331;2.649.274;5.599.996;5.599.996;3.499.998;23;16;480;460;0;-1.254.887;;-1.175.267;-80
1102;24;3.677.556;0;7.369.995;7.369.995;3.070.831;8.128.328;8.128.328;4.278.067;24;19;570;480;-100;-5.822.444;;-372.945;-80
1103;22;-3.718.104;0;3.753.334;3.753.334;2.680.953;3.709.999;3.709.999;3.709.999;14;10;300;280;-200;-7.518.104;;-705.215;-120
1104;10;-2.590.444;0;141;141;1.566.667;8.950.005;8.950.005;2.983.335;9;3;90;180;0;-5.290.444;;-1.452.479;-60
1105;15;1.937.895;0;4.646.666;4.646.666;3.319.047;3.684.999;3.684.999;4.606.249;14;8;240;280;-100;-4.180.621;;-768.393;-80
1106;13;-1.096.343;0;3.306.667;3.306.667;2.204.445;3.618.332;3.618.332;4.522.915;15;8;240;300;-100;-5.496.344;;-357.888;-100
1107;18;4.656.985;0;3.439.999;3.439.999;17.2;6.661.664;6.661.664;3.918.626;20;17;510;400;0;-4.443.015;;-162.002;-80
1108;21;2.189.271;0;6.856.667;6.856.667;3.428.333;7.301.667;7.301.667;5.215.476;20;14;420;400;0;-6.010.729;;1.019.473;-40
1109;38;5.637.158;0;9.749.995;9.749.995;3.362.067;1.301.333;1.301.333;4.819.751;29;27;810;580;-100;-7.262.842;;2.664.993;-60
1110;14;-286.903;0;1.646.667;1.646.667;2.352.381;9.183.331;9.183.331;306.111;7;3;90;140;-100;-416.903;;2.220.034;-60
1111;21;-3.564.689;0;3.789.999;3.789.999;2.368.749;4.308.333;4.308.333;3.916.667;16;11;330;320;0;-1.006.469;;1.726.364;-40
1112;26;-9.780.229;0;536.333;536.333;2.331.883;5.193.331;5.193.331;399.487;23;13;390;460;-100;-8.478.024;;-1.161.078;-60
1113;30;5.693.342;0;9.339.999;9.339.999;3.012.903;8.826.663;8.826.663;4.012.119;31;22;660;620;-200;-510.666;;-460.264;-100
1114;18;-2.401.455;0;2.986.666;2.986.666;2.488.889;3.173.333;3.173.333;3.525.926;12;9;270;240;0;-7.501.455;;-2.067.987;-80
1115;41;6.089.114;0;1.367.666;1.367.666;3.799.073;1.466.166;1.466.166;4.312.253;36;34;1020;720;-500;-6.310.886;;-792.783;-160
1116;49;6.736.694;0;1.080.333;1.080.333;2.700.833;1.531.833;1.531.833;450.539;40;34;1020;800;-300;-8.463.306;;1.267.493;-220
1117;32;8.882.559;0;7.453.331;7.453.331;2.329.166;9.934.996;9.934.996;3.821.152;32;26;780;640;0;-5.317.442;;5.000.051;-200
1118;27;6.090.057;0;7.689.999;7.689.999;3.204.166;9.366.663;9.366.663;4.460.316;24;21;630;480;-100;-4.009.943;;5.079.394;-180
1119;30;-7.619.558;0;5.213.331;5.213.331;2.172.221;9.774.997;9.774.997;465.476;24;21;630;480;-100;-1017.62;;4.035.773;-200
1120;25;-2.265.011;0;6.070.002;6.070.002;3.035.001;5.354.999;5.354.999;3.824.999;20;14;420;400;-300;-7.465.012;;2.364.948;-160
1121;42;1.464.753;0;1.364.333;1.364.333;3.100.757;1.713.666;1.713.666;4.284.164;44;40;1200;880;0;-6.152.473;;1.310.560;-100
1122;17;-4.784.682;0;2.473.332;2.473.332;2.248.483;1.348.334;1.348.334;2.247.223;11;6;180;220;-100;-7.784.682;;-1.422.888;-120
1123;20;-4.299.215;0;2.739.999;2.739.999;2.107.691;3.828.331;3.828.331;3.828.331;13;10;300;260;0;-9.899.215;;-3.500.743;-100
1124;16;1.568.531;0;5.033.329;5.033.329;3.145.831;4.076.666;4.076.666;4.076.665;16;10;300;320;0;-463.147;;-1.663.125;-80
1125;22;-1.499.107;0;7.023.332;7.023.332;369.649;7.231.666;7.231.666;4.821.111;19;15;450;380;0;-844.991;;-1.509.944;-20
1126;24;2.178.641;0;4.823.333;4.823.333;2.009.722;7.843.335;7.843.335;4.357.408;24;18;540;480;-100;-7.021.359;;-1.367.166;-40
1127;14;-2.602.619;0;2.043.333;2.043.333;1.571.795;1.691.666;1.691.666;2.819.443;13;6;180;260;0;-7.002.619;;-930.754;-20
1128;17;1.900.305;0;448;448;2.986.667;3.473.336;3.473.336;3.859.262;15;9;270;300;0;-3.799.695;;309.150;-20
1129;23;1.573.278;0;367;367;18.35;747;747;49.8;20;15;450;400;-100;-5.926.722;;310.100;-40
1130;13;-4.108.843;0;157;157;1.427.273;2.151.665;2.151.665;3.586.108;11;6;180;220;-300;-5.108.843;;-211.848;-100
1131;33;1.350.195;0;9.353.331;9.353.331;2.598.147;1.515.499;1.515.499;4.735.935;36;32;960;720;0;-3.298.049;;-377.537;-80
1132;19;2.411.246;0;6.586.662;6.586.662;3.293.331;8.123.326;8.123.326;4.778.427;20;17;510;400;0;-6.688.755;;625.236;-80
1133;21;-3.442.795;0;2.639.999;2.639.999;2.199.999;3.674.997;3.674.997;3.674.997;12;10;300;240;-100;-4.744.279;;-443.384;-100
1134;43;1.351.779;0;905.333;905.333;2.208.129;1.676.166;1.676.166;4.410.963;41;38;1140;820;-100;-5.082.206;;-487.684;-100
1135;37;8.182.597;0;1.320.999;1.320.999;322.195;1582.5;1582.5;4.521.429;41;35;1050;820;-200;-8.517.403;;1.970.604;-80
1136;16;-9.360.295;0;4.569.997;4.569.997;3.264.284;3.514.998;3.514.998;3.905.553;14;9;270;280;0;-6.436.029;;-171.494;-80
1137;28;1.287.842;0;7.606.666;7.606.666;2.716.667;8.416.663;8.416.663;4.007.935;28;21;630;560;-100;-9.612.156;;-396.174;-100
1138;17;8.307.257;0;2.249.999;2.249.999;1.607.142;2.856.664;2.856.664;3.174.071;14;9;270;280;0;-4.669.275;;1.953.836;-80
1139;19;-1.011.064;0;1.729.999;1.729.999;1.729.999;155;155;31;10;5;150;200;-400;-9.610.643;;1.481.267;-140
1140;13;-8.734.363;0;3.033.332;3.033.332;2.166.665;2.534.997;2.534.997;4.224.995;14;6;180;280;0;-5.473.436;;-1.902.125;-100
1141;23;2.450.003;0;5.619.999;5.619.999;267.619;9.073.333;9.073.333;4.536.666;21;20;600;420;0;-7.749.998;;459.935;-100
1142;36;1.172.446;0;1049;1049;2.835.135;1.318.167;1.318.167;425.215;37;31;930;740;0;-4.975.539;;436.856;-80
1143;16;-5.980.929;0;2.963.332;2.963.332;2.279.486;4.490.002;4.490.002;5.612.502;13;8;240;260;-100;-9.980.929;;-2.420.781;-100
1144;16;-4.746.807;0;1.613.334;1.613.334;2.304.762;1.703.333;1.703.333;3.406.665;7;5;150;140;0;-7.646.807;;-3.167.930;-20
1145;25;-3.271.014;0;6.813.334;6.813.334;2.962.319;8.033.333;8.033.333;5.020.833;23;16;480;460;-100;-1.167.101;;-2.075.260;-40
1146;17;0.4508724;0;4.233.332;4.233.332;3.256.409;2.838.332;2.838.332;3.547.915;13;8;240;260;0;-4.995.491;;-3.206.576;-40
1147;14;-2.697.332;0;1.006.667;1.006.667;1.006.667;1.285.001;1.285.001;2.570.001;10;5;150;200;0;-6.197.332;;-4.174.021;-40
1148;15;7.709.023;0;3.316.666;3.316.666;2.551.282;2.866.665;2.866.665;3.185.184;13;9;270;260;0;-4.529.098;;-751.533;-20
1149;14;-9.921.179;0;2.016.667;2.016.667;2.520.833;9.916.659;9.916.659;4.958.329;8;2;60;160;0;-1.212.118;;-2.045.126;-20
1150;24;2.866.715;0;5.053.333;5.053.333;2.659.649;6.626.666;6.626.666;4.141.666;19;16;480;380;-200;-3.733.285;;-510.693;-40
1151;19;-8.042.269;0;3.996.666;3.996.666;3.330.555;2.143.332;2.143.332;4.286.665;12;5;150;240;-200;-9.942.269;;-2.017.008;-80
1152;16;-6.167.488;0;126;126;14;2.336.666;2.336.666;3.894.443;9;6;180;180;-200;-776.749;;-2.711.040;-120
1153;23;6.533.412;0;6.926.664;6.926.664;3.148.484;8.093.326;8.093.326;4.496.292;22;18;540;440;0;-3.266.587;;-2.946.162;-120
1154;27;7.780.173;0;8.416.665;8.416.665;2.715.053;1.197.833;1.197.833;4.277.974;31;28;840;620;0;-6.819.828;;594.109;-120
1155;16;-5.766.774;0;2.093.333;2.093.333;2.616.666;1.763.333;1.763.333;3.526.665;8;5;150;160;-100;-7.866.774;;-1.132.589;-100
1156;25;2.133.591;0;6.639.998;6.639.998;2.886.955;8.253.328;8.253.328;4.854.898;23;17;510;460;-100;-6.566.411;;902.583;-80
1157;19;-4.969.508;0;8.070.002;8.070.002;3.842.858;3.163.332;3.163.332;3.954.165;21;8;240;420;-200;-9.569.507;;1.142.179;-80
1158;19;2.523.227;0;4.123.333;4.123.333;2.748.888;2.919.999;2.919.999;3.244.444;15;9;270;300;0;-5.447.677;;340.142;-80
1159;18;-3.263.853;0;3.906.667;3.906.667;2.298.039;3.813.334;3.813.334;4.766.668;17;8;240;340;0;-9.063.854;;-1.868.663;-80
1160;16;-2.721.282;0;1.753.333;1.753.333;1.753.333;1.856.666;1.856.666;3.094.443;10;6;180;200;0;-6.521.282;;-1.259.565;-60
1161;26;2.157.383;0;5.489.998;5.489.998;2.614.285;6.586.666;6.586.666;3.466.666;21;19;570;420;0;-7.742.617;;-1.254.807;-40
1162;23;-4.555.587;0;4.506.665;4.506.665;2.371.929;6.588.333;6.588.333;5.067.948;19;13;390;380;0;-1.225.558;;-1.172.022;0
1163;57;2.241.265;0;1.873.333;1.873.333;3.175.141;2.773.332;2.773.332;4.952.378;59;56;1680;1180;-100;-5.187.348;;-1.228.415;-20
1164;54;2.403.529;0;1.269.333;1.269.333;2.014.814;2.233.665;2.233.665;3.918.711;63;57;1710;1260;-100;-4.664.713;;-94.938;-40
1165;17;2.434.407;0;2.606.666;2.606.666;1.861.904;5.358.331;5.358.331;5.358.331;14;10;300;280;0;-5.556.559;;936.199;-40
1166;37;1.343.967;0;1.005.334;1.005.334;2.792.593;1228.5;1228.5;3.613.235;36;34;1020;720;-200;-1.960.332;;773.516;-80
1167;23;1.290.697;0;3.993.331;3.993.331;181.515;6.064.994;6.064.994;4.043.329;22;15;450;440;-100;-6.609.302;;1.942.773;-100
1168;41;9.756.811;0;9.873.336;9.873.336;2.742.593;1415;1415;4.421.876;36;32;960;720;-200;-5.043.188;;3.445.882;-120
